"province","year","interestrate","pop1776","pop1820","pop1851","pop1880","pop1910","pop1393","pop1580","pop1630","pop1680","coastal_distance","river_distance","river_length","area_sqm","genealogy1911","civilwars","chambermemberp1913","protestantmissinaries1920","disttreaty1897","firms1911","telegraphp_1911","postofficep_1911","distshort","east3"
177.211269119056,1914.95143625885,25.8987480902579,202.667436879128,237.69220444141,268.028613161296,285.9254721459,281.105105429888,327.638983530924,2121.00228162017,3158.05779965594,1729.61159399711,11743.5986059718,7672.85540467128,2664.45099398959,10351.2561251409,109.518076758832,2.01934478944167,2336.30739524961,423.690170957707,246.916314633563,65.5572106130421,93.5826101806015,185.33705631271,230.588127626106,151.158244162798
269.061111166375,1921.86563679203,11.792224240955,208.621655050665,229.895710472483,260.773371653631,284.907050337642,299.091800386086,312.19134259969,2058.63018285017,3028.79454521462,1550.85420720279,3653.27394451015,6257.5973267667,2511.91517587751,13075.1355621032,281.919165863656,2.04913934343494,3424.75042585284,258.794359327294,137.372833210975,41.685849125497,158.129154425114,72.2763115074486,957.864121999592,164.957935316488
199.818030396244,1930.25525077805,23.4520235105883,209.871704997495,235.329668130726,231.447121072561,277.73874739185,295.882610008121,324.288472977933,2013.93902646378,3014.32813643478,1627.54803672433,13510.205259081,6338.85188028216,3718.48091020249,13224.1906027775,397.553133312613,2.13462039548904,2333.26496649534,487.042714422569,109.552672831342,30.8832286158577,44.508375832811,64.2966673709452,286.773809464648,25.4046570975333
88.8592184989247,1929.78517032415,15.8889837565366,218.729566736147,221.980063929223,242.587055424228,269.045495465398,276.439090454951,306.393240171019,2083.23744686786,3082.47963781469,1648.88011538424,1797.38726466894,1732.87136014551,2955.52930753445,23939.3426291645,312.983228592202,2.17655362305231,2846.25819977373,451.883635809645,229.248330602422,68.1835526367649,139.918289799243,185.806269804016,953.777285758406,82.8618187457323
118.708276892779,1923.28390348516,7.81708049704321,221.769288750365,223.356825457886,248.147788019851,286.377268163487,276.59975646995,321.427942807786,2038.26344853733,3061.34905465879,1842.81538720243,13295.954806963,2357.5210175477,3024.89021759713,17596.4677485172,432.00545955915,0.928733507869765,765.238221734762,375.3982672235,217.523234989494,23.0297680245712,169.732619263232,171.716045308858,808.592908317223,174.317202577367
153.677096552681,1913.19963578507,13.6486861112062,212.606953242794,225.547821384389,257.906910516322,258.761506183073,281.382466768846,325.515249164309,2013.18882391788,3050.26727081276,1702.08344920538,9091.67557954788,6621.6495539993,2817.46382278856,20481.6672846209,42.5064179580659,2.84361878223717,963.835589587688,378.084402601235,201.269751647487,90.637585753575,24.0479912608862,137.389518460259,801.686557708308,133.159014675766
298.829661996337,1928.24530746229,8.04039971902966,232.791218562052,247.300182995386,232.057794881985,278.036147970706,273.641940057278,320.063081486151,2195.26454219595,3035.64235889353,1388.17983837798,14197.9728557635,22.1521663479507,1380.79521576408,18222.3980443086,259.67961398419,1.99507425539196,1938.29838838428,381.504003959708,258.984029106796,8.90450603328645,97.4744193721563,6.3168472610414,743.721680482849,98.4217931050807
134.322859416483,1913.47147111967,16.9033180049155,236.117098461837,221.223102496006,262.819510102272,250.773063385859,288.794531999156,305.559915325139,2154.93312000763,3125.30073481612,1824.87886822782,6248.25613573194,6163.8204054907,3885.17247356474,29424.6882735752,273.383076302707,0.45530523173511,2868.61740611494,237.167645175941,222.613550396636,38.7011510785669,186.306435335428,57.5911364052445,678.515540668741,23.4725425485522
219.973278202349,1930.2334375456,20.9705595225096,200.902770133689,228.529278319329,261.828626645729,273.494291901588,305.00838201493,301.036264628638,2214.05030421447,3063.63943619654,1674.55007703975,5616.27504299395,1397.03003689647,2366.42769580474,22138.5171241127,68.4069551061839,1.00858566421084,3922.77965322137,353.581290924922,268.76482879743,36.807249719277,57.108140271157,166.249032551423,815.383441280574,73.8149641547352
142.072760132607,1933.99841277115,8.94839092064649,239.076576819643,238.701548227109,250.982418367639,276.249113678932,288.712972551584,306.991796374787,2245.41323075537,3048.26262793504,1541.68098475784,13427.5225130841,4651.18414722383,2907.88608917734,23590.501655126,77.4001978570595,0.08322211378254,2834.3433458358,329.601404955611,162.074655946344,63.3703469997272,115.563934808597,154.216072289273,832.902076654136,149.447497026995
249.226670247503,1926.53103466891,15.9348021405749,211.962395645678,237.641351728234,250.304116792977,266.76731701009,270.865223435685,321.89260965446,2289.33792621829,3120.82575331442,1530.2583837416,6547.90449771099,6081.62885531783,3792.46645034757,13381.1339456588,319.606788107194,1.54931954853237,3676.92536115646,392.235190235078,174.13952825591,21.3740641251206,197.289108019322,105.545297311619,525.181230157614,119.690103223547
272.130950207124,1923.84165338241,3.76704352418892,205.419114809483,229.184406048153,247.450967337936,255.894739674404,290.806397637352,320.396979195066,2118.05856064893,3188.46526970156,1396.66716270149,5308.47804970108,4598.98863686249,3151.3024456217,15887.2232725844,416.696873260662,0.218103733146563,1723.58742821962,459.969946416095,209.431585855782,56.0015852330253,9.94266173802316,4.27413112483919,65.4193134978414,184.345450485125
207.989241610514,1921.65165124647,3.01608073990792,207.043166691437,232.321806559339,239.920406742021,264.895219700411,304.193938840181,323.458724718075,2021.13880992401,3055.84883545525,1780.10369101539,7866.47479282692,9916.18582513183,472.634563753381,24636.1877082381,360.196463880129,1.11198330530897,1872.22790159285,420.085397362709,188.320143101737,57.0635406533256,198.683514585719,103.53271169588,404.271522536874,42.3695500940084
210.031334292376,1926.00145314634,10.1774297049269,226.027139583603,220.768992202356,242.883323235437,289.4133180473,307.186081362888,322.532229535282,2068.10635095462,3089.4918483682,1740.60609349981,5613.58956503682,3487.45442461222,1219.091532249,12650.95622628,153.955561807379,0.732866978505626,45.1185405254364,274.133727652952,116.52271328494,38.5635872837156,80.6199522688985,132.835693890229,857.058604713529,38.1921897176653
