"province","prefecture","year","interestrate","lender","loandeposit","pop1776","pop1820","pop1851","pop1880","pop1910","coastal_distance","river_distance","river_length","area_sqm","genealogy1911","civilwars","chambermemberp1913","protestantmissinaries1920","disttreaty1897","firms1911","telegraphp_1911","postofficep_1911","pop1393","pop1580","pop1630","pop1680","distshort","east3"
1,1001,1912,9.6,"fbank","l",199,386,461,543,645,112.537,423.13199,39.973999,26182.30078,28,12,4469,264,112.90085,23,321,560,445,2440,3390,1776,1135.7305,1
1,1001,1912,9.6,"fbank","l",199,386,461,543,645,112.537,423.13199,39.973999,26182.30078,28,12,4469,264,112.90085,23,321,560,445,2440,3390,1776,1135.7305,1
1,1001,1912,9.6,"fbank","l",199,386,461,543,645,112.537,423.13199,39.973999,26182.30078,28,12,4469,264,112.90085,23,321,560,445,2440,3390,1776,1135.7305,1
1,1001,1912,9.6,"fbank","l",199,386,461,543,645,112.537,423.13199,39.973999,26182.30078,28,12,4469,264,112.90085,23,321,560,445,2440,3390,1776,1135.7305,1
1,1001,1912,16.8,"bank","l",199,386,461,543,645,112.537,423.13199,39.973999,26182.30078,28,12,4469,264,112.90085,23,321,560,445,2440,3390,1776,1135.7305,1
1,1001,1912,9.6,"fbank","l",199,386,461,543,645,112.537,423.13199,39.973999,26182.30078,28,12,4469,264,112.90085,23,321,560,445,2440,3390,1776,1135.7305,1
1,1001,1913,9.6,"fbank","l",199,386,461,543,645,112.537,423.13199,39.973999,26182.30078,28,12,4469,264,112.90085,23,321,560,445,2440,3390,1776,1135.7305,1
1,1001,1914,6,"fbank","d",199,386,461,543,645,112.537,423.13199,39.973999,26182.30078,28,12,4469,264,112.90085,23,321,560,445,2440,3390,1776,1135.7305,1
1,1001,1914,5.4,"bank","d",199,386,461,543,645,112.537,423.13199,39.973999,26182.30078,28,12,4469,264,112.90085,23,321,560,445,2440,3390,1776,1135.7305,1
1,1001,1915,6.5,"bank","s",199,386,461,543,645,112.537,423.13199,39.973999,26182.30078,28,12,4469,264,112.90085,23,321,560,445,2440,3390,1776,1135.7305,1
1,1001,1915,8,"bank","s",199,386,461,543,645,112.537,423.13199,39.973999,26182.30078,28,12,4469,264,112.90085,23,321,560,445,2440,3390,1776,1135.7305,1
1,1001,1915,7,"bank","s",199,386,461,543,645,112.537,423.13199,39.973999,26182.30078,28,12,4469,264,112.90085,23,321,560,445,2440,3390,1776,1135.7305,1
1,1001,1915,9,"bank","s",199,386,461,543,645,112.537,423.13199,39.973999,26182.30078,28,12,4469,264,112.90085,23,321,560,445,2440,3390,1776,1135.7305,1
1,1001,1915,9,"bank","s",199,386,461,543,645,112.537,423.13199,39.973999,26182.30078,28,12,4469,264,112.90085,23,321,560,445,2440,3390,1776,1135.7305,1
1,1001,1915,5,"bank","s",199,386,461,543,645,112.537,423.13199,39.973999,26182.30078,28,12,4469,264,112.90085,23,321,560,445,2440,3390,1776,1135.7305,1
1,1001,1915,5.5,"bank","s",199,386,461,543,645,112.537,423.13199,39.973999,26182.30078,28,12,4469,264,112.90085,23,321,560,445,2440,3390,1776,1135.7305,1
1,1001,1915,8,"bank","s",199,386,461,543,645,112.537,423.13199,39.973999,26182.30078,28,12,4469,264,112.90085,23,321,560,445,2440,3390,1776,1135.7305,1
1,1001,1915,10,"bank","s",199,386,461,543,645,112.537,423.13199,39.973999,26182.30078,28,12,4469,264,112.90085,23,321,560,445,2440,3390,1776,1135.7305,1
1,1001,1915,7.5,"bank","s",199,386,461,543,645,112.537,423.13199,39.973999,26182.30078,28,12,4469,264,112.90085,23,321,560,445,2440,3390,1776,1135.7305,1
1,1001,1915,16.8,"bank","l",199,386,461,543,645,112.537,423.13199,39.973999,26182.30078,28,12,4469,264,112.90085,23,321,560,445,2440,3390,1776,1135.7305,1
1,1001,1915,10.5,"bank","s",199,386,461,543,645,112.537,423.13199,39.973999,26182.30078,28,12,4469,264,112.90085,23,321,560,445,2440,3390,1776,1135.7305,1
1,1001,1915,9.5,"bank","s",199,386,461,543,645,112.537,423.13199,39.973999,26182.30078,28,12,4469,264,112.90085,23,321,560,445,2440,3390,1776,1135.7305,1
1,1001,1915,10,"bank","s",199,386,461,543,645,112.537,423.13199,39.973999,26182.30078,28,12,4469,264,112.90085,23,321,560,445,2440,3390,1776,1135.7305,1
1,1001,1915,6.5,"bank","s",199,386,461,543,645,112.537,423.13199,39.973999,26182.30078,28,12,4469,264,112.90085,23,321,560,445,2440,3390,1776,1135.7305,1
1,1001,1915,8,"bank","s",199,386,461,543,645,112.537,423.13199,39.973999,26182.30078,28,12,4469,264,112.90085,23,321,560,445,2440,3390,1776,1135.7305,1
1,1001,1915,7.5,"bank","s",199,386,461,543,645,112.537,423.13199,39.973999,26182.30078,28,12,4469,264,112.90085,23,321,560,445,2440,3390,1776,1135.7305,1
1,1001,1915,8,"bank","s",199,386,461,543,645,112.537,423.13199,39.973999,26182.30078,28,12,4469,264,112.90085,23,321,560,445,2440,3390,1776,1135.7305,1
1,1001,1915,9,"bank","s",199,386,461,543,645,112.537,423.13199,39.973999,26182.30078,28,12,4469,264,112.90085,23,321,560,445,2440,3390,1776,1135.7305,1
1,1001,1915,7.5,"bank","s",199,386,461,543,645,112.537,423.13199,39.973999,26182.30078,28,12,4469,264,112.90085,23,321,560,445,2440,3390,1776,1135.7305,1
1,1001,1915,2,"bank","s",199,386,461,543,645,112.537,423.13199,39.973999,26182.30078,28,12,4469,264,112.90085,23,321,560,445,2440,3390,1776,1135.7305,1
1,1001,1915,6,"bank","s",199,386,461,543,645,112.537,423.13199,39.973999,26182.30078,28,12,4469,264,112.90085,23,321,560,445,2440,3390,1776,1135.7305,1
1,1001,1915,9,"bank","s",199,386,461,543,645,112.537,423.13199,39.973999,26182.30078,28,12,4469,264,112.90085,23,321,560,445,2440,3390,1776,1135.7305,1
1,1001,1915,7.5,"bank","s",199,386,461,543,645,112.537,423.13199,39.973999,26182.30078,28,12,4469,264,112.90085,23,321,560,445,2440,3390,1776,1135.7305,1
1,1001,1915,8.5,"bank","s",199,386,461,543,645,112.537,423.13199,39.973999,26182.30078,28,12,4469,264,112.90085,23,321,560,445,2440,3390,1776,1135.7305,1
1,1001,1915,12,"bank","l",199,386,461,543,645,112.537,423.13199,39.973999,26182.30078,28,12,4469,264,112.90085,23,321,560,445,2440,3390,1776,1135.7305,1
1,1001,1915,8,"bank","s",199,386,461,543,645,112.537,423.13199,39.973999,26182.30078,28,12,4469,264,112.90085,23,321,560,445,2440,3390,1776,1135.7305,1
1,1001,1915,8,"bank","s",199,386,461,543,645,112.537,423.13199,39.973999,26182.30078,28,12,4469,264,112.90085,23,321,560,445,2440,3390,1776,1135.7305,1
1,1001,1915,9.5,"bank","s",199,386,461,543,645,112.537,423.13199,39.973999,26182.30078,28,12,4469,264,112.90085,23,321,560,445,2440,3390,1776,1135.7305,1
1,1001,1915,6,"bank","s",199,386,461,543,645,112.537,423.13199,39.973999,26182.30078,28,12,4469,264,112.90085,23,321,560,445,2440,3390,1776,1135.7305,1
1,1001,1915,6,"bank","s",199,386,461,543,645,112.537,423.13199,39.973999,26182.30078,28,12,4469,264,112.90085,23,321,560,445,2440,3390,1776,1135.7305,1
1,1001,1915,10,"bank","s",199,386,461,543,645,112.537,423.13199,39.973999,26182.30078,28,12,4469,264,112.90085,23,321,560,445,2440,3390,1776,1135.7305,1
1,1001,1915,7.5,"bank","s",199,386,461,543,645,112.537,423.13199,39.973999,26182.30078,28,12,4469,264,112.90085,23,321,560,445,2440,3390,1776,1135.7305,1
1,1001,1915,8.5,"bank","s",199,386,461,543,645,112.537,423.13199,39.973999,26182.30078,28,12,4469,264,112.90085,23,321,560,445,2440,3390,1776,1135.7305,1
1,1001,1915,8.5,"bank","s",199,386,461,543,645,112.537,423.13199,39.973999,26182.30078,28,12,4469,264,112.90085,23,321,560,445,2440,3390,1776,1135.7305,1
1,1001,1915,10.5,"bank","s",199,386,461,543,645,112.537,423.13199,39.973999,26182.30078,28,12,4469,264,112.90085,23,321,560,445,2440,3390,1776,1135.7305,1
1,1001,1915,9,"bank","s",199,386,461,543,645,112.537,423.13199,39.973999,26182.30078,28,12,4469,264,112.90085,23,321,560,445,2440,3390,1776,1135.7305,1
1,1001,1915,7,"bank","s",199,386,461,543,645,112.537,423.13199,39.973999,26182.30078,28,12,4469,264,112.90085,23,321,560,445,2440,3390,1776,1135.7305,1
1,1001,1915,10,"bank","s",199,386,461,543,645,112.537,423.13199,39.973999,26182.30078,28,12,4469,264,112.90085,23,321,560,445,2440,3390,1776,1135.7305,1
1,1001,1915,9.5,"bank","s",199,386,461,543,645,112.537,423.13199,39.973999,26182.30078,28,12,4469,264,112.90085,23,321,560,445,2440,3390,1776,1135.7305,1
1,1001,1915,9,"bank","s",199,386,461,543,645,112.537,423.13199,39.973999,26182.30078,28,12,4469,264,112.90085,23,321,560,445,2440,3390,1776,1135.7305,1
1,1001,1915,9.5,"bank","s",199,386,461,543,645,112.537,423.13199,39.973999,26182.30078,28,12,4469,264,112.90085,23,321,560,445,2440,3390,1776,1135.7305,1
1,1001,1915,8.5,"bank","s",199,386,461,543,645,112.537,423.13199,39.973999,26182.30078,28,12,4469,264,112.90085,23,321,560,445,2440,3390,1776,1135.7305,1
1,1001,1915,9.5,"bank","s",199,386,461,543,645,112.537,423.13199,39.973999,26182.30078,28,12,4469,264,112.90085,23,321,560,445,2440,3390,1776,1135.7305,1
1,1001,1915,8.5,"bank","s",199,386,461,543,645,112.537,423.13199,39.973999,26182.30078,28,12,4469,264,112.90085,23,321,560,445,2440,3390,1776,1135.7305,1
1,1001,1915,7,"bank","s",199,386,461,543,645,112.537,423.13199,39.973999,26182.30078,28,12,4469,264,112.90085,23,321,560,445,2440,3390,1776,1135.7305,1
1,1001,1915,8.5,"bank","s",199,386,461,543,645,112.537,423.13199,39.973999,26182.30078,28,12,4469,264,112.90085,23,321,560,445,2440,3390,1776,1135.7305,1
1,1001,1915,8.5,"bank","s",199,386,461,543,645,112.537,423.13199,39.973999,26182.30078,28,12,4469,264,112.90085,23,321,560,445,2440,3390,1776,1135.7305,1
1,1001,1915,8,"bank","s",199,386,461,543,645,112.537,423.13199,39.973999,26182.30078,28,12,4469,264,112.90085,23,321,560,445,2440,3390,1776,1135.7305,1
1,1001,1915,9,"bank","s",199,386,461,543,645,112.537,423.13199,39.973999,26182.30078,28,12,4469,264,112.90085,23,321,560,445,2440,3390,1776,1135.7305,1
1,1001,1915,7,"bank","s",199,386,461,543,645,112.537,423.13199,39.973999,26182.30078,28,12,4469,264,112.90085,23,321,560,445,2440,3390,1776,1135.7305,1
1,1001,1917,16.8,"smbk","l",199,386,461,543,645,112.537,423.13199,39.973999,26182.30078,28,12,4469,264,112.90085,23,321,560,445,2440,3390,1776,1135.7305,1
1,1001,1917,7.5,"bank","l",199,386,461,543,645,112.537,423.13199,39.973999,26182.30078,28,12,4469,264,112.90085,23,321,560,445,2440,3390,1776,1135.7305,1
1,1001,1917,8.4,"bank","l",199,386,461,543,645,112.537,423.13199,39.973999,26182.30078,28,12,4469,264,112.90085,23,321,560,445,2440,3390,1776,1135.7305,1
1,1001,1918,7.2,"bank","l",199,386,461,543,645,112.537,423.13199,39.973999,26182.30078,28,12,4469,264,112.90085,23,321,560,445,2440,3390,1776,1135.7305,1
1,1001,1918,7,"bank","l",199,386,461,543,645,112.537,423.13199,39.973999,26182.30078,28,12,4469,264,112.90085,23,321,560,445,2440,3390,1776,1135.7305,1
1,1001,1918,9.6,"bank","l",199,386,461,543,645,112.537,423.13199,39.973999,26182.30078,28,12,4469,264,112.90085,23,321,560,445,2440,3390,1776,1135.7305,1
1,1001,1919,20,"bank","l",199,386,461,543,645,112.537,423.13199,39.973999,26182.30078,28,12,4469,264,112.90085,23,321,560,445,2440,3390,1776,1135.7305,1
1,1001,1919,14.4,"bank","l",199,386,461,543,645,112.537,423.13199,39.973999,26182.30078,28,12,4469,264,112.90085,23,321,560,445,2440,3390,1776,1135.7305,1
1,1001,1919,8.8,"bank","l",199,386,461,543,645,112.537,423.13199,39.973999,26182.30078,28,12,4469,264,112.90085,23,321,560,445,2440,3390,1776,1135.7305,1
1,1001,1919,8.4,"bank","l",199,386,461,543,645,112.537,423.13199,39.973999,26182.30078,28,12,4469,264,112.90085,23,321,560,445,2440,3390,1776,1135.7305,1
1,1001,1919,8.4,"bank","l",199,386,461,543,645,112.537,423.13199,39.973999,26182.30078,28,12,4469,264,112.90085,23,321,560,445,2440,3390,1776,1135.7305,1
1,1001,1919,21.6,"bank","l",199,386,461,543,645,112.537,423.13199,39.973999,26182.30078,28,12,4469,264,112.90085,23,321,560,445,2440,3390,1776,1135.7305,1
1,1001,1919,12,"bank","l",199,386,461,543,645,112.537,423.13199,39.973999,26182.30078,28,12,4469,264,112.90085,23,321,560,445,2440,3390,1776,1135.7305,1
1,1001,1919,0.95,"bank","d",199,386,461,543,645,112.537,423.13199,39.973999,26182.30078,28,12,4469,264,112.90085,23,321,560,445,2440,3390,1776,1135.7305,1
1,1001,1919,9,"bank","l",199,386,461,543,645,112.537,423.13199,39.973999,26182.30078,28,12,4469,264,112.90085,23,321,560,445,2440,3390,1776,1135.7305,1
1,1001,1919,12,"bank","l",199,386,461,543,645,112.537,423.13199,39.973999,26182.30078,28,12,4469,264,112.90085,23,321,560,445,2440,3390,1776,1135.7305,1
1,1001,1919,8.4,"bank","l",199,386,461,543,645,112.537,423.13199,39.973999,26182.30078,28,12,4469,264,112.90085,23,321,560,445,2440,3390,1776,1135.7305,1
1,1001,1919,17.4,"smbk","l",199,386,461,543,645,112.537,423.13199,39.973999,26182.30078,28,12,4469,264,112.90085,23,321,560,445,2440,3390,1776,1135.7305,1
1,1001,1919,16.8,"bank","l",199,386,461,543,645,112.537,423.13199,39.973999,26182.30078,28,12,4469,264,112.90085,23,321,560,445,2440,3390,1776,1135.7305,1
1,1001,1919,10.8,"bank","l",199,386,461,543,645,112.537,423.13199,39.973999,26182.30078,28,12,4469,264,112.90085,23,321,560,445,2440,3390,1776,1135.7305,1
1,1001,1919,18,"bank","l",199,386,461,543,645,112.537,423.13199,39.973999,26182.30078,28,12,4469,264,112.90085,23,321,560,445,2440,3390,1776,1135.7305,1
1,1001,1919,10.8,"bank","l",199,386,461,543,645,112.537,423.13199,39.973999,26182.30078,28,12,4469,264,112.90085,23,321,560,445,2440,3390,1776,1135.7305,1
1,1001,1919,9,"bank","l",199,386,461,543,645,112.537,423.13199,39.973999,26182.30078,28,12,4469,264,112.90085,23,321,560,445,2440,3390,1776,1135.7305,1
1,1001,1919,9.6,"bank","l",199,386,461,543,645,112.537,423.13199,39.973999,26182.30078,28,12,4469,264,112.90085,23,321,560,445,2440,3390,1776,1135.7305,1
1,1001,1919,9.6,"bank","l",199,386,461,543,645,112.537,423.13199,39.973999,26182.30078,28,12,4469,264,112.90085,23,321,560,445,2440,3390,1776,1135.7305,1
1,1001,1919,9.6,"bank","l",199,386,461,543,645,112.537,423.13199,39.973999,26182.30078,28,12,4469,264,112.90085,23,321,560,445,2440,3390,1776,1135.7305,1
1,1001,1920,19.2,"bank","l",199,386,461,543,645,112.537,423.13199,39.973999,26182.30078,28,12,4469,264,112.90085,23,321,560,445,2440,3390,1776,1135.7305,1
1,1001,1920,10.8,"bank","l",199,386,461,543,645,112.537,423.13199,39.973999,26182.30078,28,12,4469,264,112.90085,23,321,560,445,2440,3390,1776,1135.7305,1
1,1001,1920,21.6,"smbk","l",199,386,461,543,645,112.537,423.13199,39.973999,26182.30078,28,12,4469,264,112.90085,23,321,560,445,2440,3390,1776,1135.7305,1
1,1001,1920,21.6,"smbk","l",199,386,461,543,645,112.537,423.13199,39.973999,26182.30078,28,12,4469,264,112.90085,23,321,560,445,2440,3390,1776,1135.7305,1
1,1001,1920,10.8,"bank","l",199,386,461,543,645,112.537,423.13199,39.973999,26182.30078,28,12,4469,264,112.90085,23,321,560,445,2440,3390,1776,1135.7305,1
1,1001,1920,18,"smbk","l",199,386,461,543,645,112.537,423.13199,39.973999,26182.30078,28,12,4469,264,112.90085,23,321,560,445,2440,3390,1776,1135.7305,1
1,1001,1920,10.2,"bank","l",199,386,461,543,645,112.537,423.13199,39.973999,26182.30078,28,12,4469,264,112.90085,23,321,560,445,2440,3390,1776,1135.7305,1
1,1001,1920,10.8,"smbk","l",199,386,461,543,645,112.537,423.13199,39.973999,26182.30078,28,12,4469,264,112.90085,23,321,560,445,2440,3390,1776,1135.7305,1
1,1001,1920,17.4,"smbk","l",199,386,461,543,645,112.537,423.13199,39.973999,26182.30078,28,12,4469,264,112.90085,23,321,560,445,2440,3390,1776,1135.7305,1
1,1001,1920,19.8,"smbk","l",199,386,461,543,645,112.537,423.13199,39.973999,26182.30078,28,12,4469,264,112.90085,23,321,560,445,2440,3390,1776,1135.7305,1
1,1001,1920,8.4,"bank","l",199,386,461,543,645,112.537,423.13199,39.973999,26182.30078,28,12,4469,264,112.90085,23,321,560,445,2440,3390,1776,1135.7305,1
1,1001,1920,20.4,"bank","l",199,386,461,543,645,112.537,423.13199,39.973999,26182.30078,28,12,4469,264,112.90085,23,321,560,445,2440,3390,1776,1135.7305,1
1,1001,1920,10.8,"bank","l",199,386,461,543,645,112.537,423.13199,39.973999,26182.30078,28,12,4469,264,112.90085,23,321,560,445,2440,3390,1776,1135.7305,1
1,1001,1920,10.8,"merc","l",199,386,461,543,645,112.537,423.13199,39.973999,26182.30078,28,12,4469,264,112.90085,23,321,560,445,2440,3390,1776,1135.7305,1
1,1001,1920,19.2,"bank","l",199,386,461,543,645,112.537,423.13199,39.973999,26182.30078,28,12,4469,264,112.90085,23,321,560,445,2440,3390,1776,1135.7305,1
1,1001,1920,15.8,"smbk","l",199,386,461,543,645,112.537,423.13199,39.973999,26182.30078,28,12,4469,264,112.90085,23,321,560,445,2440,3390,1776,1135.7305,1
1,1001,1920,10.8,"bank","l",199,386,461,543,645,112.537,423.13199,39.973999,26182.30078,28,12,4469,264,112.90085,23,321,560,445,2440,3390,1776,1135.7305,1
1,1001,1920,8.8,"bank","l",199,386,461,543,645,112.537,423.13199,39.973999,26182.30078,28,12,4469,264,112.90085,23,321,560,445,2440,3390,1776,1135.7305,1
1,1001,1920,19.2,"bank","l",199,386,461,543,645,112.537,423.13199,39.973999,26182.30078,28,12,4469,264,112.90085,23,321,560,445,2440,3390,1776,1135.7305,1
1,1001,1920,9.6,"bank","l",199,386,461,543,645,112.537,423.13199,39.973999,26182.30078,28,12,4469,264,112.90085,23,321,560,445,2440,3390,1776,1135.7305,1
1,1001,1920,12,"bank","l",199,386,461,543,645,112.537,423.13199,39.973999,26182.30078,28,12,4469,264,112.90085,23,321,560,445,2440,3390,1776,1135.7305,1
1,1001,1920,19.2,"bank","l",199,386,461,543,645,112.537,423.13199,39.973999,26182.30078,28,12,4469,264,112.90085,23,321,560,445,2440,3390,1776,1135.7305,1
1,1001,1920,8.4,"bank","l",199,386,461,543,645,112.537,423.13199,39.973999,26182.30078,28,12,4469,264,112.90085,23,321,560,445,2440,3390,1776,1135.7305,1
1,1001,1920,21.6,"bank","l",199,386,461,543,645,112.537,423.13199,39.973999,26182.30078,28,12,4469,264,112.90085,23,321,560,445,2440,3390,1776,1135.7305,1
1,1001,1920,10.8,"smbk","l",199,386,461,543,645,112.537,423.13199,39.973999,26182.30078,28,12,4469,264,112.90085,23,321,560,445,2440,3390,1776,1135.7305,1
1,1001,1920,10.8,"smbk","l",199,386,461,543,645,112.537,423.13199,39.973999,26182.30078,28,12,4469,264,112.90085,23,321,560,445,2440,3390,1776,1135.7305,1
1,1001,1920,14.4,"bank","l",199,386,461,543,645,112.537,423.13199,39.973999,26182.30078,28,12,4469,264,112.90085,23,321,560,445,2440,3390,1776,1135.7305,1
1,1001,1920,10.8,"smbk","l",199,386,461,543,645,112.537,423.13199,39.973999,26182.30078,28,12,4469,264,112.90085,23,321,560,445,2440,3390,1776,1135.7305,1
1,1001,1920,10.8,"smbk","l",199,386,461,543,645,112.537,423.13199,39.973999,26182.30078,28,12,4469,264,112.90085,23,321,560,445,2440,3390,1776,1135.7305,1
1,1001,1920,14.4,"bank","l",199,386,461,543,645,112.537,423.13199,39.973999,26182.30078,28,12,4469,264,112.90085,23,321,560,445,2440,3390,1776,1135.7305,1
1,1001,1920,12,"bank","l",199,386,461,543,645,112.537,423.13199,39.973999,26182.30078,28,12,4469,264,112.90085,23,321,560,445,2440,3390,1776,1135.7305,1
1,1001,1920,10.8,"smbk","l",199,386,461,543,645,112.537,423.13199,39.973999,26182.30078,28,12,4469,264,112.90085,23,321,560,445,2440,3390,1776,1135.7305,1
1,1001,1920,12,"bank","l",199,386,461,543,645,112.537,423.13199,39.973999,26182.30078,28,12,4469,264,112.90085,23,321,560,445,2440,3390,1776,1135.7305,1
1,1001,1920,10.8,"merc","l",199,386,461,543,645,112.537,423.13199,39.973999,26182.30078,28,12,4469,264,112.90085,23,321,560,445,2440,3390,1776,1135.7305,1
1,1001,1920,18,"bank","l",199,386,461,543,645,112.537,423.13199,39.973999,26182.30078,28,12,4469,264,112.90085,23,321,560,445,2440,3390,1776,1135.7305,1
1,1001,1920,19.2,"bank","l",199,386,461,543,645,112.537,423.13199,39.973999,26182.30078,28,12,4469,264,112.90085,23,321,560,445,2440,3390,1776,1135.7305,1
1,1001,1920,21.6,"bank","l",199,386,461,543,645,112.537,423.13199,39.973999,26182.30078,28,12,4469,264,112.90085,23,321,560,445,2440,3390,1776,1135.7305,1
1,1001,1920,9,"bank","l",199,386,461,543,645,112.537,423.13199,39.973999,26182.30078,28,12,4469,264,112.90085,23,321,560,445,2440,3390,1776,1135.7305,1
1,1001,1920,10.8,"smbk","l",199,386,461,543,645,112.537,423.13199,39.973999,26182.30078,28,12,4469,264,112.90085,23,321,560,445,2440,3390,1776,1135.7305,1
1,1001,1920,10.8,"smbk","l",199,386,461,543,645,112.537,423.13199,39.973999,26182.30078,28,12,4469,264,112.90085,23,321,560,445,2440,3390,1776,1135.7305,1
1,1001,1920,10.8,"smbk","l",199,386,461,543,645,112.537,423.13199,39.973999,26182.30078,28,12,4469,264,112.90085,23,321,560,445,2440,3390,1776,1135.7305,1
1,1001,1920,12,"bank","l",199,386,461,543,645,112.537,423.13199,39.973999,26182.30078,28,12,4469,264,112.90085,23,321,560,445,2440,3390,1776,1135.7305,1
1,1001,1920,8.4,"bank","l",199,386,461,543,645,112.537,423.13199,39.973999,26182.30078,28,12,4469,264,112.90085,23,321,560,445,2440,3390,1776,1135.7305,1
1,1001,1920,10.8,"smbk","l",199,386,461,543,645,112.537,423.13199,39.973999,26182.30078,28,12,4469,264,112.90085,23,321,560,445,2440,3390,1776,1135.7305,1
1,1001,1920,18,"bank","l",199,386,461,543,645,112.537,423.13199,39.973999,26182.30078,28,12,4469,264,112.90085,23,321,560,445,2440,3390,1776,1135.7305,1
1,1001,1920,15.6,"bank","l",199,386,461,543,645,112.537,423.13199,39.973999,26182.30078,28,12,4469,264,112.90085,23,321,560,445,2440,3390,1776,1135.7305,1
1,1001,1920,16.8,"bank","l",199,386,461,543,645,112.537,423.13199,39.973999,26182.30078,28,12,4469,264,112.90085,23,321,560,445,2440,3390,1776,1135.7305,1
1,1001,1920,19.2,"bank","l",199,386,461,543,645,112.537,423.13199,39.973999,26182.30078,28,12,4469,264,112.90085,23,321,560,445,2440,3390,1776,1135.7305,1
1,1001,1920,20.4,"smbk","l",199,386,461,543,645,112.537,423.13199,39.973999,26182.30078,28,12,4469,264,112.90085,23,321,560,445,2440,3390,1776,1135.7305,1
1,1001,1920,16.2,"bank","l",199,386,461,543,645,112.537,423.13199,39.973999,26182.30078,28,12,4469,264,112.90085,23,321,560,445,2440,3390,1776,1135.7305,1
1,1001,1920,10.8,"bank","l",199,386,461,543,645,112.537,423.13199,39.973999,26182.30078,28,12,4469,264,112.90085,23,321,560,445,2440,3390,1776,1135.7305,1
1,1001,1920,9.6,"bank","l",199,386,461,543,645,112.537,423.13199,39.973999,26182.30078,28,12,4469,264,112.90085,23,321,560,445,2440,3390,1776,1135.7305,1
1,1001,1920,10.8,"smbk","l",199,386,461,543,645,112.537,423.13199,39.973999,26182.30078,28,12,4469,264,112.90085,23,321,560,445,2440,3390,1776,1135.7305,1
1,1001,1920,8.4,"bank","l",199,386,461,543,645,112.537,423.13199,39.973999,26182.30078,28,12,4469,264,112.90085,23,321,560,445,2440,3390,1776,1135.7305,1
1,1001,1920,10.8,"smbk","l",199,386,461,543,645,112.537,423.13199,39.973999,26182.30078,28,12,4469,264,112.90085,23,321,560,445,2440,3390,1776,1135.7305,1
1,1001,1920,16.8,"smbk","l",199,386,461,543,645,112.537,423.13199,39.973999,26182.30078,28,12,4469,264,112.90085,23,321,560,445,2440,3390,1776,1135.7305,1
1,1001,1920,21.6,"bank","l",199,386,461,543,645,112.537,423.13199,39.973999,26182.30078,28,12,4469,264,112.90085,23,321,560,445,2440,3390,1776,1135.7305,1
1,1001,1920,21.6,"smbk","l",199,386,461,543,645,112.537,423.13199,39.973999,26182.30078,28,12,4469,264,112.90085,23,321,560,445,2440,3390,1776,1135.7305,1
1,1001,1920,0.95,"bank","d",199,386,461,543,645,112.537,423.13199,39.973999,26182.30078,28,12,4469,264,112.90085,23,321,560,445,2440,3390,1776,1135.7305,1
1,1001,1920,10.8,"smbk","l",199,386,461,543,645,112.537,423.13199,39.973999,26182.30078,28,12,4469,264,112.90085,23,321,560,445,2440,3390,1776,1135.7305,1
1,1001,1920,16.8,"bank","l",199,386,461,543,645,112.537,423.13199,39.973999,26182.30078,28,12,4469,264,112.90085,23,321,560,445,2440,3390,1776,1135.7305,1
1,1001,1920,9,"bank","l",199,386,461,543,645,112.537,423.13199,39.973999,26182.30078,28,12,4469,264,112.90085,23,321,560,445,2440,3390,1776,1135.7305,1
1,1001,1920,19.2,"bank","l",199,386,461,543,645,112.537,423.13199,39.973999,26182.30078,28,12,4469,264,112.90085,23,321,560,445,2440,3390,1776,1135.7305,1
1,1001,1920,10.8,"merc","l",199,386,461,543,645,112.537,423.13199,39.973999,26182.30078,28,12,4469,264,112.90085,23,321,560,445,2440,3390,1776,1135.7305,1
1,1001,1920,12,"bank","l",199,386,461,543,645,112.537,423.13199,39.973999,26182.30078,28,12,4469,264,112.90085,23,321,560,445,2440,3390,1776,1135.7305,1
1,1001,1920,10.8,"bank","l",199,386,461,543,645,112.537,423.13199,39.973999,26182.30078,28,12,4469,264,112.90085,23,321,560,445,2440,3390,1776,1135.7305,1
1,1001,1920,10.8,"bank","l",199,386,461,543,645,112.537,423.13199,39.973999,26182.30078,28,12,4469,264,112.90085,23,321,560,445,2440,3390,1776,1135.7305,1
1,1001,1920,0.75,"bank","d",199,386,461,543,645,112.537,423.13199,39.973999,26182.30078,28,12,4469,264,112.90085,23,321,560,445,2440,3390,1776,1135.7305,1
1,1001,1920,21.6,"bank","l",199,386,461,543,645,112.537,423.13199,39.973999,26182.30078,28,12,4469,264,112.90085,23,321,560,445,2440,3390,1776,1135.7305,1
1,1001,1920,8.4,"bank","l",199,386,461,543,645,112.537,423.13199,39.973999,26182.30078,28,12,4469,264,112.90085,23,321,560,445,2440,3390,1776,1135.7305,1
1,1001,1920,12,"bank","l",199,386,461,543,645,112.537,423.13199,39.973999,26182.30078,28,12,4469,264,112.90085,23,321,560,445,2440,3390,1776,1135.7305,1
1,1001,1920,12,"bank","l",199,386,461,543,645,112.537,423.13199,39.973999,26182.30078,28,12,4469,264,112.90085,23,321,560,445,2440,3390,1776,1135.7305,1
1,1001,1920,19.2,"bank","l",199,386,461,543,645,112.537,423.13199,39.973999,26182.30078,28,12,4469,264,112.90085,23,321,560,445,2440,3390,1776,1135.7305,1
